product_name,product_description,count_of_ratings,product_price,regular_price,product_url,effect,ingredients,rating,capacity,regular_unit_price_100ml,promotion_unit_price_100ml,brand,discount,lemmatized_ingredients
Uzdrovisco Rokitnik,"całodniowy krem odżywczy do twarzy, 50 ml",11,34.19,56.99,/uzdrovisco-calodniowy-krem-odzywczy-do-twarzy-50-ml-000000000000363256.html,odżywczy,"INCI: Aqua/ Water, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Glycerin, Tripelargonin, Glyceryl Stearate, Magnesium Aluminum Silicate, Shea Butter Ethyl Esters, Cetearyl Alcohol, Aloe Barbadensis Leaf Juice, Pseudozyma Epicola/ Apricot Kernel Oil/ Olive Fruit Oil/ Sunflower Seed Oil/ Sweet Almond Oil/ Angelica Gigas Root Extract Ferment Extract Filtrate, Squalane, Maltodextrin, Hippophae Rhamnoides Kernel Extract, Epigallocatechin Gallatyl Glucoside, Gallyl Glucoside, Propyl Gallate, Sodium Stearoyl Glutamate, Xanthan Gum, Caprylyl Glycol, Citric Acid, Parfum/ Fragrance, Hydroxyacetophenone, 1,2-Hexanediol, Benzyl Alcohol, Dehydroacetic Acid",4.3,50.0,113.98,68.38,Uzdrovisco,40.00701877522373,"inci: water/ water, butyrospermum parkii (shea) butter, cocos nucifera (coconut) oil, glycerin, tripelargonin, glyceryl stearate, magnesium aluminum silicate, shea butter ethyl esters, cetearyl alcohol, aloe barbadensis leaf juice, pseudozyma epicola/ apricot kernel oil/ olive fruit oil/ sunflower seed oil/ sweet almond oil/ angelica gigas root extract ferment extract filtrate, squalane, maltodextrin, hippophae rhamnoides kernel extract, epigallocatechin gallatyl glucoside, gallyl glucoside, propyl gallate, sodium stearoyl glutamate, xanthan gum, caprylyl glycol, citric acid, parfum/ fragrance, hydroxyacetophenone, 1,2 - hexanediol, benzyl alcohol, dehydroacetic acid"
Bielenda Good Skin Acid Peel,"mikrozłuszczający krem do twarzy, 50 ml",8,22.79,37.99,/bielenda-mikrozluszczajacy-krem-do-twarzy-50-ml-000000000000387060.html,Złuszczające,"Aqua (Water),Ethylhexyl Stearate,Niacinamide,Persea Gratissima (Avocado) Oil,Butyrospermum Parkii (Shea) Butter,Theobroma Cacao (Cocoa) Seed Butter,Propanediol,Glycerin,Oryza Sativa (Rice) Starch,Cetearyl Alcohol,Glyceryl Stearate,Mandelic Acid,Lactobionic Acid,Panthenol,Allantoin,Vegetable Oil,Potassium Cetyl Phosphate,Sodium Stearoyl Glutamate,Xanthan Gum,Disodium EDTA,Ethylhexylglycerin,Phenoxyethanol,Parfum (Fragrance),Limonene,Linalool",3.6,50.0,75.98,45.58,Bielenda,40.01052908660174,"water (water),ethylhexyl stearate, niacinamide, persea gratissima (avocado) oil, butyrospermum parkii (shea) butter, theobroma cacao (cocoa) seed butter, propanediol, glycerin, oryza sativa (rice) starch, cetearyl alcohol, glyceryl stearate, mandelic acid, lactobionic acid, panthenol, allantoin, vegetable oil, potassium cetyl phosphate, sodium stearoyl glutamate, xanthan gum, disodium edta, ethylhexylglycerin, phenoxyethanol, parfum (fragrance),limonene, linalool"
La Roche-Posay Anthelios UVMune,"fluid ochronny SPF50+, 50 ml",19,89.99,113.99,/la-roche-posay-fluid-ochronny-spf50-50-ml-000000000000435255.html,ochrona UV,"AQUA/WATER/EAU, ALCOHOL DENAT., TRIETHYL CITRATE, DIISOPROPYL SEBACATE, SILICA, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, BUTYL METHOXYDIBENZOYLMETHANE, GLYCERIN, PROPANEDIOL, C12-22 ALKYL ACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER, C12-15 ALKYL BENZOATE, SODIUM CITRATE, METHOXYPROPYLAMINO CYCLOHEXENYLIDENE ETHOXYETHYLCYANOACETATE, PERLITE, TOCOPHEROL, CAPRYLIC/CAPRIC TRIGLYCERIDE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, BIXA ORELLANA SEED EXTRACT, CAPRYLYL GLYCOL, CITRIC ACID, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, DROMETRIZOLE TRISILOXANE, HYDROXYACETOPHENONE, HYDROXYETHYLCELLULOSE, MALTODEXTRIN, PENTYLENE GLYCOL, SILICA SILYLATE, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, TRIETHANOLAMINE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, ZINC PCA, PARFUM/FRAGRANCE",5.0,50.0,227.98,179.98,La Roche-Posay,21.054478463023074,"water,water,eau, alcohol denat., triethyl citrate, diisopropyl sebacate, silica, bis - ethylhexyloxyphenol methoxyphenyl triazine, ethylhexyl salicylate, ethylhexyl triazone, butyl methoxydibenzoylmethane, glycerin, propanediol, c12 - 22 alkyl acrylate,hydroxyethylacrylate copolymer, c12 - 15 alkyl benzoate, sodium citrate, methoxypropylamino cyclohexenylidene ethoxyethylcyanoacetate, perlite, tocopherol, caprylic,capric triglyceride, acrylates,c10 - 30 alkyl acrylate crosspolymer, bixa orellana seed extract, caprylyl glycol, citric acid, diethylamino hydroxybenzoyl hexyl benzoate, drometrizole trisiloxane, hydroxyacetophenone, hydroxyethylcellulose, maltodextrin, pentylene glycol, silica silylate, terephthalylidene dicamphor sulfonic acid, triethanolamine, trisodium ethylenediamine disuccinate, zinc pca, parfum,fragrance"
Bandi Veno Care,"krem wyrównujący koloryt do twarzy, 30 ml",10,54.99,54.99,/bandi-krem-wyrownujacy-koloryt-do-twarzy-30-ml-000000000000351190.html,"Kojące,
Łagodzące,
Nawilżające,
Ochronne,
Tonujące","Aqua/Water, Cyclopentasiloxane, Talc, Propylene Glycol, Ethylhexyl Methoxycinnamate, Stearoxy Dimethicone, Titanium Dioxide , Ethylhexyl Stearate, Nylon-12, Tripelargonin, Cetyl PEG/PPG-10/1 Dimethicone, Polyglyceryl-4 Isostearate, Hexyl Laurate, Tocopheryl Acetate, Arnica Montana Flower Extract, Aesculus Hippocastanum Bark Extract, Hydrolyzed Glycosaminoglycans, Glycerin, Sodium Chloride, Potassium Phosphate, Cera Microcristallina/ Microcrystalline Wax, Cyclohexasiloxane, Hydrogenated Castor Oil, Hydrogenated Lecithin, Dimethicone, Trimethylsiloxysilicate, Triethoxycaprylylsilane, Disodium Phosphate, BHA, Parfum/Fragrance, Phenoxyethanol, Ethylhexylglycerin, Citronellol, Linalool, Titanium Dioxide (CI 77891), Iron Oxide Yellow (CI 77492), Iron Oxide Red (CI 77491), Iron Oxide Black (CI 77499)",4.0,30.0,183.3,183.3,Bandi,0.0,"water,water, cyclopentasiloxane, talc, propylene glycol, ethylhexyl methoxycinnamate, stearoxy dimethicone, titanium dioxide, ethylhexyl stearate, nylon-12, tripelargonin, cetyl peg,ppg-10/1 dimethicone, polyglyceryl-4 isostearate, hexyl laurate, tocopheryl acetate, arnica montana flower extract, aesculus hippocastanum bark extract, hydrolyzed glycosaminoglycans, glycerin, sodium chloride, potassium phosphate, cera microcristallina/ microcrystalline wax, cyclohexasiloxane, hydrogenated castor oil, hydrogenate lecithin, dimethicone, trimethylsiloxysilicate, triethoxycaprylylsilane, disodium phosphate, bha, parfum,fragrance, phenoxyethanol, ethylhexylglycerin, citronellol, linalool, titanium dioxide (ci77891), iron oxide yellow (ci77492), iron oxide red (ci77491), iron oxide black (ci77499)"
Yumi Holy C,"krem-sorbet do twarzy, 50 ml",32,29.99,29.99,/yumi-krem-sorbet-do-twarzy-50-ml-000000000000401355.html,Nawilżające,"Skład/INCI: Aqua, Caprylic/Capric Triglyceride, Helianthus Annuus Seed Oil, Isopropyl Palmitate, Glyceryl Stearate Citrate, Cetyl Alcohol, Ascorbic Acid, Vitis Vinifera Seed Oil, Aloe Barbadensis Leaf Juice, Citrus Limon Juice, Prunus Armeniaca Juice, Hippophae Rhamnoides Fruit Oil, Sodium Ascorbyl Phosphate, Inulin, Tocopherol, Fructose, Gluconolactone, Oryza Sativa Starch, Glycerin, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Sodium Benzoate, Potassium Sorbate, Citric Acid, Sodium Hydroxide, Parfum, Hexyl Cinnamal, Linalool, Limonene, Geraniol, Citronellol.",3.7,50.0,59.98,59.98,Yumi,0.0,"skład,inci: water, caprylic,capric triglyceride, helianthus annuus seed oil, isopropyl palmitate, glyceryl stearate citrate, cetyl alcohol, ascorbic acid, vitis vinifera seed oil, aloe barbadensis leaf juice, citrus limon juice, prunus armeniaca juice, hippophae rhamnoide fruit oil, sodium ascorbyl phosphate, inulin, tocopherol, fructose, gluconolactone, oryza sativa starch, glycerin, xanthan gum, trisodium ethylenediamine disuccinate, sodium benzoate, potassium sorbate, citric acid, sodium hydroxide, parfum, hexyl cinnamal, linalool, limonene, geraniol, citronellol."
Bergamo Collagen,"ujędrniający krem do twarzy, 50 g",31,49.99,49.99,/bergamo-ujedrniajacy-krem-do-twarzy-50-g-000000000000411833.html,ujędrniający,"Aqua, Mineral Oil, Glycerin, Dipropylene Glycol, Cetyl Ethylhexanoate, Stearic Acid, Beeswax, Hydrogenated Polydecene,Cetearyl Alcohol,Glyceryl Stearate, Butyrospermum Parkii (Shea Butter), Sorbitan Stearate,PEG-100, Stearate,Dimethicone,Phenoxyethanol,Carbomer,Arginine, Beta-Glucan, Soluble Collagen, Hydrolyzed Collagen, Hamamelis Virginiana(Witch Hazel) Leaf EXTRACT, Allantoin, Disodium EDTA, Adenosine, Parfum, CI 15985",4.8,50.0,99.98,99.98,Bergamo,0.0,"water, mineral oil, glycerin, dipropylene glycol, cetyl ethylhexanoate, stearic acid, beeswax, hydrogenated polydecene, cetearyl alcohol, glyceryl stearate, butyrospermum parkii (sheabutter), sorbitan stearate, peg-100, stearate, dimethicone, phenoxyethanol, carbomer, arginine, beta - glucan, soluble collagen, hydrolyzed collagen, hamamelis virginiana(witchhazel) leaf extract, allantoin, disodium edta, adenosine, parfum, ci 15985"
Tołpa Dermo Face Relift 45+,"liftingujący krem rozświetlający, dzień, SPF15, 40 ml",10,54.99,54.99,/tolpa-krem-do-twarzy-40ml-000000000000226722.html,ochrona UV,"Aqua, C12-15 Alkyl Benzoate, Glycerin, Ethylhexyl Methoxycinnamate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Butylene Glycol, Ethylhexyl Palmitate, Cetearyl Alcohol, Peat Extract, Ceteareth-20, Mica, Cetyl Alcohol, Aluminum Starch Octenylsuccinate, Alpinia Galanga Extract, Menyanthes Trifoliata Leaf Extract, Enteromorpha Compressa Extract, Malpighia Glabra Fruit Extract, Acetyl Dipeptide-1 Cetyl Ester, Macadamia Ternifolia Seed Oil, Olus Oil, Tocopherol, Caprylic/Capric Triglyceride, Xanthan Gum, Magnesium Aluminum Silicate, Caesalpinia Spinosa Gum, Carbomer, Hydroxyethylcellulose, Sorbitan Laurate, Disodium EDTA, Parfum, Pentylene Glycol, Sodium Hydroxide, Methylpropanediol, Caprylyl Glycol, Benzoic Acid, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Tin Oxide, CI 77891.",4.8,40.0,137.48,137.48,Tołpa,0.0,"water, c12 - 15 alkyl benzoate, glycerin, ethylhexyl methoxycinnamate, diethylamino hydroxybenzoyl hexyl benzoate, butylene glycol, ethylhexyl palmitate, cetearyl alcohol, peat extract, ceteareth-20, mica, cetyl alcohol, aluminum starch octenylsuccinate, alpinia galanga extract, menyanthes trifoliata leaf extract, enteromorpha compressa extract, malpighia glabra fruit extract, acetyl dipeptide-1 cetyl ester, macadamia ternifolia seed oil, olus oil, tocopherol, caprylic,capric triglyceride, xanthan gum, magnesium aluminum silicate, caesalpinia spinosa gum, carbomer, hydroxyethylcellulose, sorbitan laurate, disodium edta, parfum, pentylene glycol, sodium hydroxide, methylpropanediol, caprylyl glycol, benzoic acid, phenoxyethanol, potassium sorbate, sodium benzoate, tin oxide, ci 77891."
Tołpa Dermo Face Modelar 50+,"krem modelujący owal twarzy, noc, 40 ml",12,59.99,59.99,/tolpa-krem-do-twarzy-40ml-000000000000226729.html,"Modelujące,
Odbudowujące,
Regenerujące","Aqua, Glycerin, C12-15 Alkyl Benzoate, Butyrospermum Parkii Butter, Macadamia Ternifolia Seed Oil, Hexyldecanol, Glyceryl Stearate SE, Peat Extract, Citrus Unshiu Peel Extract, Cetearyl Alcohol, Olus Oil, Aluminum Starch Octenylsuccinate, Cetyl Alcohol, Hydrolyzed Wheat Protein, Malpighia Glabra Fruit Extract, Argania Spinosa Kernel Extract, Ceteareth-20, Glyceryl Stearate, Tetrasodium EDTA, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Polysorbate 80, Sorbitan Oleate, Tocopherol, Sodium Citrate, Citric Acid, Carbomer, Sodium Hydroxide, Xanthan Gum, Magnesium Aluminum Silicate, PVP, Biotin, Sodium Cocoyl Glutamate, Parfum, Methylpropanediol, Benzyl Alcohol, Salicylic Acid, Sorbic Acid, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Caprylyl Glycol, Benzoic Acid.",4.7,40.0,149.98,149.98,Tołpa,0.0,"water, glycerin, c12 - 15 alkyl benzoate, butyrospermum parkii butter, macadamia ternifolia seed oil, hexyldecanol, glyceryl stearate se, peat extract, citrus unshiu peel extract, cetearyl alcohol, olus oil, aluminum starch octenylsuccinate, cetyl alcohol, hydrolyzed wheat protein, malpighia glabra fruit extract, argania spinosa kernel extract, ceteareth-20, glyceryl stearate, tetrasodium edta, sodium acrylate,sodium acryloyldimethyl taurate copolymer, isohexadecane, polysorbate 80, sorbitan oleate, tocopherol, sodium citrate, citric acid, carbomer, sodium hydroxide, xanthan gum, magnesium aluminum silicate, pvp, biotin, sodium cocoyl glutamate, parfum, methylpropanediol, benzyl alcohol, salicylic acid, sorbic acid, phenoxyethanol, sodium benzoate, potassium sorbate, caprylyl glycol, benzoic acid."
Ziaja Witamina C.B3,"krem-maska do twarzy na noc, 50 ml",6,12.29,12.29,/ziaja-krem-maska-do-twarzy-na-noc-50-ml-000000000000438356.html,Odżywcze,"Aqua (Water), Octyldodecanol, Canola Oil, Cetyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Dimethicone, Cetyl Palmitate, Glycerin, Butyrospermum Parkii (Shea) Butter, Propylene Glycol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Polysorbate 80, Hydrolyzed Rice Protein, Niacinamide, Calcium Pantothenate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Pyridoxine HCl, Maltodextrin, Sodium Starch Octenylsuccinate, Silica, Camellia Japonica Seed Oil, Xanthan Gum, Cetyl Hydroxyethylcellulose, Disodium EDTA, Hydroxyacetophenone, Methylparaben, Parfum (Fragrance), Linalool, Geraniol, Limonene, Citric Acid.",4.7,50.0,24.58,24.58,Ziaja,0.0,"water (water), octyldodecanol, canola oil, cetyl alcohol, glyceryl stearate, peg-100 stearate, dimethicone, cetyl palmitate, glycerin, butyrospermum parkii (shea) butter, propylene glycol, sodium acrylate,sodium acryloyldimethyl taurate copolymer, isohexadecane, polysorbate 80, hydrolyzed rice protein, niacinamide, calcium pantothenate, sodium ascorbyl phosphate, tocopheryl acetate, pyridoxine hcl, maltodextrin, sodium starch octenylsuccinate, silica, camellia japonica seed oil, xanthan gum, cetyl hydroxyethylcellulose, disodium edta, hydroxyacetophenone, methylparaben, parfum (fragrance), linalool, geraniol, limonene, citric acid."
Vichy Capital Soleil,"mleczko do opalania SPF30, 300 ml",10,114.99,114.99,/vichy-mleczko-do-opalania-spf30-300-ml-000000000000232592.html,ochrona UV,AQUA / WATER • C12-15 ALKYL BENZOATE • GLYCERIN • PROPYLENE GLYCOL • ISOHEXADECANE • TITANIUM DIOXIDE [NANO] / TITANIUM DIOXIDE • BUTYL METHOXYDIBENZOYLMETHANE • NYLON-12 • OCTOCRYLENE • ZEA MAYS STARCH / CORN STARCH • ALCOHOL DENAT. • POTASSIUM CETYL PHOSPHATE • SYNTHETIC WAX • ETHYLHEXYL TRIAZONE • ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER • ALUMINUM HYDROXIDE • BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE • CAPRYLYL GLYCOL • DIMETHICONE • DISODIUM EDTA • DROMETRIZOLE TRISILOXANE • GLYCERYL STEARATE • PALMITIC ACID • PEG-100 STEARATE • PHENOXYETHANOL • SILICA [NANO] / SILICA • STEARIC ACID • TOCOPHEROL • TRIETHANOLAMINE • XANTHAN GUM • PARFUM / FRAGRANCE (F.I.L. B49209/3).,5.0,300.0,38.33,38.33,Vichy,0.0,",,c12 - 15 alkyl benzoate,glycerin,propylene glycol,isohexadecane,titanium dioxide, nano ],titanium dioxide,butyl methoxydibenzoylmethane,nylon-12,octocrylene,zea mays starch,corn starch,alcohol denat.,potassium cetyl phosphate,synthetic wax,ethylhexyl triazone,acrylate,c10 - 30 alkyl acrylate crosspolymer,aluminum hydroxide,bis - ethylhexyloxyphenol methoxyphenyl triazine,caprylyl glycol,dimethicone,disodium edta,drometrizole trisiloxane,glyceryl stearate,palmitic acid,peg-100 stearate,phenoxyethanol,silica, nano ],silica,stearic acid,tocopherol,triethanolamine,xanthan gum,parfum,fragrance f.i.l.b49209/3."
Nacomi Glass Skin,"nawilżający krem do twarzy na dzień, 40 ml",9,21.59,35.99,/nacomi-nawilzajacy-krem-do-twarzy-na-dzien-40-ml-000000000000433320.html,nawilżający,"Aqua, Butyrospermum Parkii Butter, Glyceryl Stearate, Olea Europaea Fruit Oil, Prunus Amygdalus Dulcis Oil, Glycerin, Niacinamide, Propanediol, Trehalose, Caprylic/Capric Triglyceride, Polyglyceryl-6 Palmitate/Succinate, Cetearyl Alcohol, Hydrogenated Farnesene, Hoya Lacunosa Flower Extract, Apium Graveolens Seed Extract, Linum Usitatissimum Seed Extract, Palmitoyl Pentapeptide-4, Palmitoyl Tetrapeptide-10, Hydrogenated Lecithin, Tocopherol, Tocopheryl Acetate, Tetrasodium Glutamate Diacetate, Polysorbate 80, Cetyl Palmitate, Sorbitan Stearate, Sorbitan Trioleate, Sodium Hydroxide, Xanthan Gum, Lactic Acid, Citric Acid, Parfum, Potassium Sorbate, Sodium Benzoate",4.5,40.0,89.98,53.97,Nacomi,40.01111419838844,"water, butyrospermum parkii butter, glyceryl stearate, olea europaea fruit oil, prunus amygdalus dulcis oil, glycerin, niacinamide, propanediol, trehalose, caprylic,capric triglyceride, polyglyceryl-6 palmitate,succinate, cetearyl alcohol, hydrogenate farnesene, hoya lacunosa flower extract, apium graveolens seed extract, linum usitatissimum seed extract, palmitoyl pentapeptide-4, palmitoyl tetrapeptide-10, hydrogenate lecithin, tocopherol, tocopheryl acetate, tetrasodium glutamate diacetate, polysorbate 80, cetyl palmitate, sorbitan stearate, sorbitan trioleate, sodium hydroxide, xanthan gum, lactic acid, citric acid, parfum, potassium sorbate, sodium benzoate"
Yasumi,"krem głęboko nawilżający do twarzy, 50 ml",8,65.79,93.99,/yasumi-krem-gleboko-nawilzajacy-do-twarzy-50-ml-000000000000384082.html,nawilżający,"AQUA, OCTYLDODECANOL, DECYL OLEATE, GLYCOL STEARATE, CETEARYL ALCOHOL, GLYCERYL STEARATE, CETEARETH-20, PROPYLENE GLYCOL, TRITICUM VULGARE GERM OIL, LITHOTAMNION CALCAREUM EXTRACT, LAMINARIA DIGITATA EXTRACT, CHONDRUS CRISPUS EXTRACT, SOLUBLE COLLAGEN, SODIUM PCA, TOCOPHERYL ACETATE, TOCOPHEROL, POLYACRYLAMIDE, CAPRYLYL GLYCOL, DIMETHICONE, HYDROGENATED PALM GLYCERIDES CITRATE, CETEARETH-12, C13-14 ISOPARAFFIN, LAURETH-7, CITRIC ACID, SODIUM CITRATE, DISODIUM EDTA, TRIETHANOLAMINE, DEHYDROACETIC ACID, SODIUM BENZOATE, BENZYL ALCOHOL, CHLORPHENESIN, PHENOXYETHANOL, ALCOHOL DENAT., PARFUM, BENZYL SALICYLATE, CI 19140, CI 14700.",4.7,50.0,187.98,131.58,Yasumi,30.00319182891796,"water, octyldodecanol, decyl oleate, glycol stearate, cetearyl alcohol, glyceryl stearate, ceteareth-20, propylene glycol, triticum vulgare germ oil, lithotamnion calcareum extract, laminaria digitata extract, chondrus crispus extract, soluble collagen, sodium pca, tocopheryl acetate, tocopherol, polyacrylamide, caprylyl glycol, dimethicone, hydrogenate palm glycerides citrate, ceteareth-12, c13 - 14 isoparaffin, laureth-7, citric acid, sodium citrate, disodium edta, triethanolamine, dehydroacetic acid, sodium benzoate, benzyl alcohol, chlorphenesin, phenoxyethanol, alcohol denat., parfum, benzyl salicylate, ci 19140, ci 14700."
Equilibra Sun,"krem do twarzy SPF50+, 75 ml",50,34.99,34.99,/equilibra-krem-do-twarzy-spf50-75-ml-000000000000383785.html,ochrona UV,"Aloe Barbadensis Leaf Juice, Aqua (Water), Octocrylene, Ethylhexyl Methoxycinnamate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, C12-15 Alkyl Benzoate, Potassium Cetyl Phosphate, Propanediol, Titanium Dioxide, Isoamyl Laurate, Alumina, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (Nano), Glycerin, Opuntia Ficus-Indica Stem Extract, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tocopheryl Acetate, Cetyl Alcohol, Cetyl Palmitate, Sorbitan Stearate, Glyceryl Stearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sodium Hyaluronate, Silica, Butyrospermum Parkii (Shea) Butter, Decyl Glucoside, Isopropyl Myristate, Xanthan Gum, Glycine Soja (Soybean) Oil, Dehydroacetic Acid, Ethylhexylglycerin, Tocopherol, Propylene Glycol, Ascorbyl Palmitate, Daucus Carota Sativa (Carrot) Root Extract, Hydrolyzed Sweet Almond Protein, Potassium Palmitoyl Hydrolyzed Wheat Protein, Methyl Decenol, Argania Spinosa Kernel Oil, Potassium Sorbate, Lecithin, Undecylenic Acid, Sodium Polyacrylate, Benzyl Alcohol, Sodium Phytate, Sodium Benzoate, Peg-100 Stearate, Beta-Carotene, Citric Acid.",3.4,75.0,46.65,46.65,Equilibra,0.0,"aloe barbadensis leaf juice, water (water), octocrylene, ethylhexyl methoxycinnamate, diethylamino hydroxybenzoyl hexyl benzoate, c12 - 15 alkyl benzoate, potassium cetyl phosphate, propanediol, titanium dioxide, isoamyl laurate, alumina, methylene bis - benzotriazolyl tetramethylbutylphenol (nano), glycerin, opuntia ficus - indica stem extract, prunus amygdalus dulcis (sweetalmond) oil, tocopheryl acetate, cetyl alcohol, cetyl palmitate, sorbitan stearate, glyceryl stearate, ammonium acryloyldimethyltaurate,vp copolymer, sodium hyaluronate, silica, butyrospermum parkii (shea) butter, decyl glucoside, isopropyl myristate, xanthan gum, glycine soja (soybean) oil, dehydroacetic acid, ethylhexylglycerin, tocopherol, propylene glycol, ascorbyl palmitate, daucus carota sativa (carrot) root extract, hydrolyzed sweet almond protein, potassium palmitoyl hydrolyzed wheat protein, methyl decenol, argania spinosa kernel oil, potassium sorbate, lecithin, undecylenic acid, sodium polyacrylate, benzyl alcohol, sodium phytate, sodium benzoate, peg-100 stearate, beta - carotene, citric acid."
Pharmaceris A Lipo-Sensilium,"multilipidowy krem odżywczy do twarzy, 50 ml",9,58.99,58.99,/pharmaceris-multilipidowy-krem-odzywczy-do-twarzy-50-ml-000000000000240038.html,odżywczy,"Formuła Immuno-Prebiotic – formuła łagodząca podrażnienia i zmniejszająca nadwrażliwość skóry. Formuła Leukine-Barrier – formuła ukierunkowana na regulację systemu immunologicznego skóry i łagodzenie podrażnień.
8,5% dermo-lipidów – grupa składników odżywczych o właściwościach regenerujących, nawilżających i natłuszczających skórę, tworząca barierę przed utratą wody i przesuszeniem naskórka.",4.8,50.0,117.98,117.98,Pharmaceris,0.0,"formuła immuno - prebiotic – formuła łagodząca podrażnienia i zmniejszająca nadwrażliwość skóry. formuła leukine - barrier – formuła ukierunkowana na regulację systemu immunologicznego skóry i łagodzenie podrażnień. 
 8,5 % dermo - lipidów – grupa składników odżywczych o właściwościach regenerujących, nawilżających i natłuszczających skórę, tworząca barierę prze utratą wody i przesuszeniem naskórka."
Ziaja Med.,"krem matujący SPF50+ do twarzy, 50 ml",128,28.99,28.99,/ziaja-med.-krem-matujacy-spf50-do-twarzy-50-ml-000000000000387597.html,ochrona UV,"Aqua (Water),C12-15 Alkyl Benzoate,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Polymethyl Methacrylate,Diethylamino Hydroxybenzoyl Hexyl Benzoate,Ethylhexyl Salicylate,Ethylhexyl Triazone,Triethylhexanoin,Glycerin,Dimethicone,Potassium Cetyl Phosphate,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano),Polyurethane-35,Cetyl Alcohol,Aluminum Starch Octenylsuccinate,Glyceryl Stearate,PEG-100 Stearate,Panthenol,Tocopheryl Acetate,Xanthan Gum,Carbomer,Disodium EDTA,DMDM Hydantoin,Methylparaben,Ethylparaben,Parfum (Fragrance),Citronellol,Limonene,Sodium Hydroxide",4.7,50.0,57.98,57.98,Ziaja,0.0,"water (water),c12 - 15 alkyl benzoate, bis - ethylhexyloxyphenol methoxyphenyl triazine, polymethyl methacrylate, diethylamino hydroxybenzoyl hexyl benzoate, ethylhexyl salicylate, ethylhexyl triazone, triethylhexanoin, glycerin, dimethicone, potassium cetyl phosphate, methylene bis - benzotriazolyl tetramethylbutylphenol (nano),polyurethane-35,cetyl alcohol, aluminum starch octenylsuccinate, glyceryl stearate, peg-100 stearate, panthenol, tocopheryl acetate, xanthan gum, carbomer, disodium edta, dmdm hydantoin, methylparaben, ethylparaben, parfum (fragrance),citronellol, limonene, sodium hydroxide"
Duetus,"lekki krem do twarzy na dzień, 50 ml",12,29.59,36.99,/duetus-lekki-krem-do-twarzy-na-dzien-50-ml-000000000000362689.html,Seboregulujące,"Aqua,Vitis Vinifera Seed Oil,Cannabis Sativa (Hemp) Seed Oil,Oryza Sativa Starch,Squalane,Sorbitan Stearate,Sucrose Cocoate,Glyceryl Stearate,Stearic Acid,Arctium Lappa Extract,Cetearyl Alcohol,Activated Charcoal,Niacinamide,Tocopheryl Acetate,Xanthan Gum,Thymus Vulgaris (Thyme) Oil,Lavandula Angustifolia Oil,Juniperus Communis Fruit Oil,Citrus Aurantium Dulcis Oil,Benzyl Alcohol,Dehydroacetic Acid,Limonene,Linalool",4.1,50.0,73.98,59.18,Duetus,20.00540686672074,"water, vitis vinifera seed oil, cannabis sativa (hemp) seed oil, oryza sativa starch, squalane, sorbitan stearate, sucrose cocoate, glyceryl stearate, stearic acid, arctium lappa extract, cetearyl alcohol, activated charcoal, niacinamide, tocopheryl acetate, xanthan gum, thymus vulgaris (thyme) oil, lavandula angustifolia oil, juniperus communis fruit oil, citrus aurantium dulcis oil, benzyl alcohol, dehydroacetic acid, limonene, linalool"
