product_name,product_description,count_of_ratings,product_price,regular_price,product_url,Cena jednostkowa,Działanie,Składniki,Ocena
AA Technologia Wieku 5Repair,"krem do twarzy na noc, 50 ml",,22.99,22.99,/aa-krem-do-twarzy-na-noc-50-ml-000000000000312601.html,"45,98 zł
/100ml",Nawilżające,"Aqua,Caprylic/Capric Triglyceride,Butyrospermum Parkii Butter,Glyceryl Stearate,Betaine,Coco-Caprylate/Caprate,Glycerin,PEG-100 Stearate,Pentylene Glycol,Cetearyl Alcohol,Dicaprylyl Carbonate,Dimethicone,Persea Gratissima Oil,Tocopherol,Tocopheryl Acetate,Allantoin,Sodium Hyaluronate,Camellia Sinensis Leaf Extract,Centella Asiatica Leaf Extract,3-O-Ethyl Ascorbic Acid,Avena Sativa Kernel Extract,Glyceryl Behenate,Hydrogenated Palm Oil,Oenothera Biennis Oil,Coenochloris Signiensis Extract,Maltodextrin,Calcium Gluconate,Magnesium Gluconate,Lecithin,Plukenetia Volubilis Seed Oil,Calendula Officinalis Flower Extract,Glyceryl Stearate Citrate,Tripeptide-10 Citrulline,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Isohexadecane,Ornithine HCL,Carnosine,Glycine,Acetyl Hexapeptide-8,Acetyl Heptapeptide-9,Colloidal Gold,Borago Officinalis Seed Oil,Squalane,Cholesterol,Ceramide NP,Polysorbate 80,Histidine,Lysine,Cupric Chloride,Manganese Chloride,Carbomer,Triolein,Caprylyl Glycol,Butylene Glycol,Silica,Cetyl Hydroxyethylcellulose,Propylene Glycol,Triethanolamine,Phenoxyethanol,Ethylhexylglycerin,Parfum",
Auna,"masło regenerujące do twarzy i ciała z olejem różanym i makowym, 60 ml",,45.0,45.0,/auna-maslo-regenerujace-do-twarzy-i-ciala-z-olejem-rozanym-i-makowym-60-ml-47140116.html,"74,97 zł
/100ml",,"Butyrospermum Parkii Fruit Butter, Theobroma Cacao Seed Butter, Cocos Nucifera Oil, Papaver Somniferum Seed Oil,*, Rosa Canina Friut Oil*, Tocopherol, Parfum.
 
*nierafinowane",
Lancaster Sun Beauty,"krem do opalania twarzy SPF15, 50 ml",,99.99,99.99,/lancaster-krem-do-opalania-twarzy-spf15-50-ml-49918301.html,"199,98 zł
/100ml",Ochronne,"AQUA/WATER/EAU, DIISOPROPYL ADIPATE, GLYCERIN, ALCOHOL, POLYGLYCERYL-6 STEARATE, BUTYL METHOXYDIBENZOYLMETHANE, GLYCERYL STEARATE SE, ETHYLHEXYL TRIAZONE, POLY C10-30 ALKYL ACRYLATE, ISOAMYL p-METHOXYCINNAMATE, DECYL COCOATE, SILICA, ACETIC ACID, ALPHA-ISOMETHYL IONONE, BAMBUSA ARUNDINACEA STEM EXTRACT, BENZYL BENZOATE, BIFIDA FERMENT LYSATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, BORON NITRIDE, CAPRYLYLOXYPHENYLAMINO DIMETHYLTETRAHYDRO BENZOTHIAZINE CARBOXYLIC ACID, CARBOMER, CITRIC ACID, CITRONELLOL, DICAPRYLYL CARBONATE, DIMETHYLMETHOXY CHROMANOL, DISODIUM EDTA, ETHYLHEXYL SALICYLATE, GERANIOL, HYDROLYZED CITRUS AURANTIUM DULCIS FRUIT EXTRACT, HYDROXYCITRONELLAL, JASMINUM OFFICINALE (JASMINE) FLOWER EXTRACT, LACTIC ACID, LINALOOL, MAURITIA FLEXUOSA FRUIT OIL, MICA, PENTYLENE GLYCOL, POLYGLYCERYL-6 BEHENATE, SORBITAN CAPRYLATE, TOCOPHEROL, XANTHAN GUM, POTASSIUM SORBATE, SODIUM BENZOATE, PARFUM/FRAGRANCE, TITANIUM DIOXIDE (CI 77891)",
Filorga Time-Filler 5XP,"przeciwzmarszczkowy żel-krem do twarzy, 50 ml",,181.31,181.31,/filorga-przeciwzmarszczkowy-zel-krem-do-twarzy-50-ml-49288201.html,"362,62 zł
/100ml",Przeciwzmarszczkowe,"Aqua (Water), Glycerin, Propylheptyl Caprylate, Silica, Dicaprylyl Carbonate, Squalane, Imperata Cylindrica Root Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Zinc PCA, Nctf Chronospheres, Polyacrylate Crosspolymer-6, Phenoxyethanol, Butylene Glycol, Sucrose Palmitate, 1,2-Hexanediol, Parfum (Fragrance), Cetyl Alcohol, Stearalkonium Hectorite, Caprylic/Capric Triglyceride, Glyceryl Linoleate, Tocopheryl Acetate, Propylene Carbonate, Polysorbate 60, Sorbitan Isostearate, Biosaccharide Gum-1, Carbomer, Sodium Phytate, Hydrogenated Vegetable Oil, Adenosine, Anigozanthos Flavidus Extract, Benzyl Alcohol, Sodium Lactate, Sodium Hydroxide, Caprylyl Glycol, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Glyceryl Caprylate, Levulinic Acid, Citric Acid, T-Butyl Alcohol, Polysorbate 20, Potassium Sorbate, Sodium Citrate, Sodium Hyaluronate, Crithmum Maritimum Extract, P-Anisic Acid, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7",
bareMinerals Complexion Rescue,"nawilżający krem-żel koloryzujący SPF30 1.5 Birch, 35 ml",,159.99,159.99,/bareminerals-nawilzajacy-krem-zel-koloryzujacy-spf30-1.5-birch-35-ml-51792629.html,"457,11 zł
/100ml",,"Water, Coconut Alkanes, Propanediol, Squalane, Trehalose, Isostearic Acid, Glycerin, Silica, Agar, Caprylic/Capric Triglyceride, Globularia Cordifolia Callus Culture Extract, Salicornia Herbacea Extract, Melilotus Officinalis Extract, Coco-Caprylate/Caprate, Butylene Glycol, Lauroyl Lysine, Sodium Hyaluronate, Succinoglycan, Polysorbate 60, Cellulose Gum, Polyglyceryl-4 Laurate/Succinate, Sorbitan Sesquiisostearate, Magnesium Stearate, Magnesium Hydroxide, Magnesium Chloride, Potassium Chloride, Calcium Chloride, Potassium Sorbate, Phenoxyethanol. May Contain (+/-): Titanium Dioxide, Iron Oxides",
Nowa Kosmetyka Najprostszy Na Świecie,"krem do twarzy, 180 ml",,71.99,71.99,/nowa-kosmetyka-krem-do-twarzy-180-ml-51792969.html,"39,99 zł
/100ml",Łagodzące,"Aqua, Linum Usitatissimum Seed Oil, Butyrospermum Parkii Butter, Panthenol, Urea, Glyceryl Stearate, Cetyl Alcohol, Tocopheryl Acetate, Benzyl Alcohol, Dehydroacetic Acid, Xanthan Gum, Citric Acid.",
Teaology Biała Herbata,"krem do twarzy i szyi, 50 ml",(1),104.99,139.99,/teaology-krem-do-twarzy-i-szyi-50-ml-000000000000303333.html,"209,98 zł
/100ml",Rozświetlające,"AQUA*, STEARIC ACID, PALMITIC ACID, CETEARYL ISONONANOATE, GLYCERIN, DIMETHICONE, DIPROPYLENE GLYCOL, C12-15 ALKYL BENZOATE, BUTYROSPERMUM PARKII BUTTER, DICAPRYLYL ETHER, POLYSORBATE 80, CETYL ALCOHOL, PHENOXYETHANOL, PARFUM, TITANIUM DIOXIDE, MICA, ETHYLHEXYLGLYCERIN, HYDROXYACETOPHENONE, SILICA, TOCOPHEROL, SODIUM HYALURONATE, SODIUM HYDROXIDE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CI 77891, CI 77491, LINALOOL, BUTYLPHENYL METHYLPROPIONAL, ALPHA-ISOMETHYL IONONE, CAMELLIA SINENSIS LEAF*, CITRONELLOL, LIMONENE.",5.0
Lirene Superfood for Skin,"przeciwzmarszczkowy bogaty krem do twarzy na dzień i noc, 50 ml",(5),32.99,32.99,/lirene-przeciwzmarszczkowy-bogaty-krem-do-twarzy-na-dzien-i-noc-50-ml-000000000000364687.html,"65,98 zł
/100ml","Nawilżające,
Ochronne,
Odżywcze,
Przeciwzmarszczkowe,
Wygładzające","Aqua (Water),C15-19 Alkane,Canola (Canola) Oil,Butyrospermum Parkii (Shea) Butter,Caprylic/Capric Triglyceride,Cetearyl Alcohol,Dicaprylyl Carbonate,Propanediol,Sclerotium Gum,Cetearyl Glucoside,Hydrogenated Olive Oil Decyl Esters,Polyglyceryl-6 Distearate,Jojoba Esters,Tocopherol,Citric Acid,Cetyl Alcohol,Polyglyceryl-3 Beeswax,Glycerin,Hydrolyzed Cucurbita Pepo (Pumpkin) Seedcake,Helianthus Annuus (Sunflower) Seed Oil,Glucose,Chia Seed Extract,Goji Berry Extract,Ethylhexylglycerin,Sodium Benzoate,Potassium Sorbate,Phenoxyethanol,Parfum (Fragrance),Hexyl Cinnamal,Limonene,Linalool,Citronellol,CI 19140 (FD&C Yellow No. 5),CI 16035 (FD&C Red No. 40)",4.200000000000001
Lancaster Sun Perfect,"rozświetlający krem ochronny do twarzy SPF30, 50 ml",,126.99,126.99,/lancaster-rozswietlajacy-krem-ochronny-do-twarzy-spf30-50-ml-49918298.html,"253,98 zł
/100ml",Rozświetlające,"AQUA/WATER/EAU, HOMOSALATE, ISONONYL ISONONANOATE, DICAPRYLYL CARBONATE, BUTYL METHOXYDIBENZOYLMETHANE, GLYCERIN, NIACINAMIDE, OCTOCRYLENE, PROPANEDIOL, ALCOHOL, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, PHENYLBENZIMIDAZOLE SULFONIC ACID, TRIBEHENIN PEG-20 ESTERS, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL (NANO), POTASSIUM CETYL PHOSPHATE, DIETHYLHEXYL BUTAMIDO TRIAZONE, ISOAMYL p-METHOXYCINNAMATE, ISOPROPYL LAUROYL SARCOSINATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ALPHA-ISOMETHYL IONONE, ALUMINUM HYDROXIDE, ALUMINUM STEARATE, ANGELICA ARCHANGELICA ROOT EXTRACT, ASCORBIC ACID, ASCORBYL PALMITATE, BENZYL ALCOHOL, BENZYL BENZOATE, BUTYLENE GLYCOL, CAMELLIA SINENSIS LEAF EXTRACT, CAPRYLYL GLYCOL, CETYL ALCOHOL, CINNAMAL, CITRAL, CITRIC ACID, CITRONELLOL, CITRUS AURANTIUM AMARA (BITTER ORANGE) PEEL EXTRACT, CITRUS RETICULATA (TANGERINE) PEEL EXTRACT, COFFEA ARABICA (COFFEE) SEED EXTRACT, DECYL GLUCOSIDE, DIMETHYLMETHOXY CHROMANOL, DISODIUM EDTA, ECTOIN, ETHYLHEXYLGLYCERIN, FARNESOL, GERANIOL, GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT, HYDROLYZED SOY FLOUR, HYDROXYCITRONELLAL, LECITHIN, LIMONENE, LINALOOL, MAGNESIUM ALUMINUM SILICATE, MALTODEXTRIN, METHYL METHACRYLATE CROSSPOLYMER, MICA, PALMITIC ACID, PEG-8, PIPER NIGRUM (PEPPER) SEED EXTRACT, PONGAMIA PINNATA SEED EXTRACT, PROPYLENE GLYCOL, SCLEROTIUM GUM, SODIUM HYDROXIDE, STEARIC ACID, SYNTHETIC FLUORPHLOGOPITE, TIN OXIDE, TITANIUM DIOXIDE (NANO), TOCOPHEROL, XANTHAN GUM, ZINGIBER OFFICINALE (GINGER) ROOT EXTRACT, CHLORPHENESIN, PHENOXYETHANOL, SORBIC ACID, PARFUM/FRAGRANCE, TITANIUM DIOXIDE (CI 77891)",
Clarena Sensitive Line,"krem do twarzy łagodząco-wyciszający, 50 ml",,131.0,131.0,/clarena-krem-do-twarzy-lagodzaco-wyciszajacy-50-ml-46057879.html,"262,00 zł
/100ml","Łagodzące,
Nawilżające,
Regenerujące","AQUA, ISONONYL ISONONANOATE, GLYCERIN, POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE, CETEARYL ALCOHOL, PROPANEDIOL, ALOE BARBADENSIS LEAF JUICE, ACETYL DIPEPTIDE-1 CETYL ESTER, HYDROLYZED SOY PROTEIN, HYDROLYZED YEAST PROTEIN, TOCOPHERYL ACETATE, ALLANTOIN, BISABOLOL, ACACIA SEYAL GUM EXTRACT, BIOTIN, BUTYLENE GLYCOL, CITRIC ACID, ETHYLHEXYL METHOXYCINNAMATE, STEARIC ACID, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, BUTYL METHOXYDIBENZOYLMETHANE, METHYL ALCOHOL, LAURETH-3, HYDROXYETHYLCELLULOSE, TRIETHANOLAMINE, BHT, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, SODIUM BENZOATE, POTASSIUM SORBATE, PARFUM",
Filorga NCEF-Essence,"regenerująca emulsja do twarzy, 150 ml",,129.33,129.33,/filorga-regenerujaca-emulsja-do-twarzy-150-ml-49288192.html,"86,26 zł
/100ml",Regenerujące,"AQUA (WATER, EAU), GLYCERIN, BUTYLENE GLYCOL, CAPRYLOYL GLYCINE, CITRIC ACID, DIMETHICONE PEG-7 PHOSPHATE, SODIUM HYDROXIDE, SODIUM POLYACRYLATE STARCH, ETHYLHEXYL SALICYLATE, DISODIUM EDTA, PARFUM (FRAGRANCE), SODIUM CHLORIDE, SUCROSE PALMITATE, CETRIMONIUM BROMIDE, CAESALIPINIA SPINOSA GUM, BUTYL METHYOXYDIBENZOYLMETHANE, SALVIA SCLAREA (CLARY) EXTRACT, GLYCERYL LINOLEATE, DIETHYLHEXYL SYRINGYLIDENEMALONATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, POTASSIUM SORBATE, SODIUM BENZOATE, GLUCOSE, CYAMOPSIS TETRAGONOLOBA (GUAR) GUM, XANTHAN GUM, ALTEROMONAS FERMENT EXTRACT, PENTATERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, POTASSIUM CHLORIDE, CALCIUM CHLORIDE, PHENOXYETHANOL, SODIUM HYALURONATE, MAGNESIUM SULFATE, GLUTAMINE, SODIUM PHOSPHATE, ALCOHOL, ASCORBIC ACID, SODIUM ACETATE, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, LYSINE HCL, ARGININE, ALANINE, HISTIDINE, VALINE, LEUCINE, THREONINE, ISOLEUCINE, TRYPTOPHAN, PHENYLALANINE, TYROSINE, GLYCINE, POLYSORBATE 80, SERINE, DEOXYADENOSINE, CYSTINE, CYANOCOBALAMIN, DEOXYCYTIDINE, DEOXYGUANOSINE, DEOXYTHYMIDINE, GLUTATHIONE, ASPARAGINE, ASPARTIC ACID, ORNITHINE, GLUTAMIC ACID, NICOTINAMIDE ADENINE DINUCLEOTIDE, TOCOPHEROL, PROLINE, AMINOBUTYRIC ACID, METHIONINE, TAURINE, HYDROXYPROLINE, GLUCOSAMINE, COENZYME A, CI 17200 (RED 33), GLUCURONOLACTONE, SODIUM GLUCURONATE, THIAMINE DIPHOSPHATE, DISODIUM FLAVINE ADENINE DINUCLEOTIDE, SODIUM URIDINE TRIPHOSPHATE, RETINYL ACETATE, INOSITOL, METHYL DEOXYCYTIDINE, NIACIN, NIACINAMIDE, BIOTIN, CALCIUM PANTOTHENATE, FOLIC ACID, RIBOFLAVIN, PYRIDOXAL 5-PHOSPHATE, PYRIDOXINE HCL, TOCOPHERYL PHOSPHATE.",
Payot Blue Techni Liss,"krem wygładzający do twarzy SPF30, 40 ml",,145.99,145.99,/payot-krem-wygladzajacy-do-twarzy-spf30-40-ml-49918388.html,"364,98 zł
/100ml",Wygładzające,AQUA (WATER) DICAPRYLYL CARBONATE DIBUTYL ADIPATE BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE BUTYLENE GLYCOL ETHYLHEXYL TRIAZONE DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE POLYMETHYL METHACRYLATE GLYCERIN GLYCERYL STEARATE PARFUM (FRAGRANCE) PEG-100 STEARATE BUTYROSPERMUM PARKII (SHEA) BUTTER MARRUBIUM VULGARE EXTRACT ASCORBYL TETRAISOPALMITATE HYDROLYZED HIBISCUS ESCULENTUS EXTRACT TOCOPHERYL ACETATE SODIUM HYALURONATE CROSSPOLYMER OLUS OIL (VEGETABLE OIL) TOCOPHEROL VITEX AGNUS CASTUS EXTRACT SODIUM HYALURONATE SACCHARIDE HYDROLYSATE LECITHIN ETHYLHEXYL STEARATE C20-22 ALKYL PHOSPHATE C20-22 ALCOHOLS ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER SODIUM LAURETH SULFATE POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE SODIUM ISOSTEARATE AMINOMETHYL PROPANOL CITRIC ACID DEXTRIN CYCLODEXTRIN SODIUM HYDROXIDE PENTYLENE GLYCOL ALCOHOL SODIUM BENZOATE POTASSIUM SORBATE,
Lancaster Sun 365 Self Tan,"samoopalający żel-krem do twarzy, 50 ml",,99.99,99.99,/lancaster-samoopalajacy-zel-krem-do-twarzy-50-ml-49918297.html,"199,98 zł
/100ml",Rozświetlające,"AQUA/WATER/EAU, CYCLOPENTASILOXANE, ETHYLHEXYL PALMITATE, DIHYDROXYACETONE, GLYCERIN, ISODODECANE, ALCOHOL, METHYL METHACRYLATE CROSSPOLYMER, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, ALPHA-ISOMETHYL IONONE, ASCORBIC ACID, ASCORBYL PALMITATE, BHT, BUTYLENE GLYCOL, CALCIUM ALUMINUM BOROSILICATE, CALCIUM SODIUM BOROSILICATE, CAPRYLYL GLYCOL, CETETH-20, CETYL ALCOHOL, CITRIC ACID, DIMETHICONOL, DIMETHYLMETHOXY CHROMANOL, DISODIUM EDTA, GLYCERYL STEARATE, HEXYLENE GLYCOL, LIMONENE, LINALOOL, MELANIN, PEG-75 STEARATE, PEG-8, POLYSORBATE 60, SILICA, SILICA DIMETHYL SILYLATE, SODIUM CITRATE, SODIUM HYALURONATE, SODIUM POTASSIUM ALUMINUM SILICATE, SORBITAN ISOSTEARATE, STEARETH-20, TIN OXIDE, TOCOPHEROL, CHLORPHENESIN, PHENOXYETHANOL, PARFUM/FRAGRANCE, D&C RED N°33 (CI 17200), FD&C BLUE N°1 (CI 42090), FD&C RED N°4 (CI 14700), FD&C YELLOWN°5 (CI 19140), TITANIUM DIOXIDE (CI 77891)",
Revuele,"przeciwzmarszczkowy krem-żel do twarzy, 100 ml",(9),18.99,18.99,/revuele-przeciwzmarszczkowy-krem-zel-do-twarzy-100-ml-000000000000407563.html,"18,99 zł
/100ml",Przeciwzmarszczkowe,"Water / Aqua, Glycerin, Urea, Provitamin B5 / Panthenol, Kiwi Fruit Extract / Actinidia Chinensis Fruit Extract, Butylene Glycol, Caffeine, Vitamin C / Sodium Ascorbyl Phosphate, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Polysorbate 20, Disodium EDTA, Fragrance / Parfum, Tartrazine / CI 19140, Brilliant Blue / CI 42090, Hexyl Cinnamal, Linalool, Citronellol, Limonene.",4.3
Vao Lab,"przeciwzmarszczkowy krem do twarzy dzika róża, 50 ml",,149.0,149.0,/vao-lab-przeciwzmarszczkowy-krem-do-twarzy-dzika-roza-50-ml-43700627.html,"298,00 zł
/100ml",Przeciwzmarszczkowe,"Ingredients: Rosa damascena flower water, Aqua, Prunus amygdalus dulcis oil, Prunus armeniaca kernel oil, Cetearyl olivate, Sorbitan olivate, Sorbitol, Rubus idaeus seed oil, Rosa canina fruit oil, Tocopheryl acetate, Glycerin, Malpighia glabra fruit extract, Ubiquinone, Aniba rosaeodora wood oil, Hyaluronic acid, Hamamelis virginiana leaf extract, Ginkgo biloba leaf extract, Raphanus sativus root extract, Phenoxyethanol, Ethylhexylglycerin, Potassium sorbate, Sodium benzoate, Lactobacillus ferment, Benzyl alcohol, Salicylic acid, Benzyl benzoate*, Geraniol*, Linalool*składniki naturalnego pochodzenia występujące w olejkach eterycznych",
Yvette Autobiography,"liposomowy krem przeciwstarzeniowy do twarzy, 50 ml",,186.0,186.0,/yvette-liposomowy-krem-przeciwstarzeniowy-do-twarzy-50-ml-49183434.html,"1.246,20 zł
/100ml","Przeciwzmarszczkowe,
Regenerujące","AQUA, CETEARYL ALCOHOL, ISONONYL ISONONANOATE, SORBITAN STEARATE, C12-15 ALKYL BENZOATE, COCO-CAPRYLATE, ASTRAGALUS MEMBRANACEUS ROOT EXTRACT, HELICHRYSUM ITALICUM EXTRACT, BUTYROSPERMUM PARKII BUTTER, AVENA SATIVA KERNEL FLOUR, TOCOPHERYL ACETATE, ALLANTOIN, GLYCERIN, TOCOPHEROL, SUCROSE COCOATE, DICETYL PHOSPHATE, CETETH-10 PHOSPHATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CARBOMER, BORON NITRIDE , ALCOHOL, LECITHIN, DIPROPYLENE GLYCOL, TRIETHANOLAMINE, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, BHT, PARFUM, ALPHA-ISOMETHYL IONONE, AMYL CINNAMAL, BENZYL ALCOHOL , BENZYL SALICYLATE, COUMARIN, HEXYL CINNAMAL, LINALOOL",
Payot Sunny,"krem ochronny do twarzy i ciała SPF50, 150 ml",,87.99,87.99,/payot-krem-ochronny-do-twarzy-i-ciala-spf50-150-ml-49918382.html,"58,66 zł
/100ml",Ochronne,AQUA (WATER) • DICAPRYLYL CARBONATE • DIBUTYL ADIPATE • HOMOSALATE • OCTOCRYLENE • DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE • ETHYLHEXYL TRIAZONE • BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE • NYLON-12 • GLYCERIN • GLYCERYL STEARATE • PEG-100 STEARATE • PENTAERYTHRITYL DISTEARATE • TERMINALIA FERDINANDIANA FRUIT EXTRACT • HELIANTHUS ANNUUS (SUNFLOWER) SPROUT EXTRACT • COCOS NUCIFERA (COCONUT) OIL • TOCOPHERYL ACETATE • CAESALPINIA SPINOSA FRUIT EXTRACT • ASCORBYL TETRAISOPALMITATE • HIPPOPHAE RHAMNOIDES OIL • TOCOPHEROL • ROSA CANINA FRUIT EXTRACT • C20-22 ALCOHOLS • SODIUM BENZOATE • XANTHAN GUM • CHLORPHENESIN • PROPYLENE GLYCOL • O-CYMEN-5-OL • CITRIC ACID • ALCOHOL DENAT. • SODIUM HYDROXIDE • PHENOXYETHANOL • C20-22 ALKYL PHOSPHATE • PARFUM (FRAGRANCE),
AA Technologia Wieku 5Repair,"nawilżająco-energetyzujący krem do twarzy na dzień 30+, 50 ml",,22.99,22.99,/aa-nawilzajaco-energetyzujacy-krem-do-twarzy-na-dzien-30-50-ml-000000000000312599.html,"45,98 zł
/100ml",Nawilżające,"Aqua,Glycerin,Hydrogenated Polydecene,Pentylene Glycol,Glyceryl Stearate,Cetearyl Alcohol,Dicaprylyl Ether,Glyceryl Stearate Citrate,Coco-Caprylate/Caprate,Octocrylene,Nylon-12,Aluminum Starch Octenylsuccinate,Ammonium Acryloyldimethyltaurate / VP Copolymer,Silica,Acetyl Heptapeptide-9,Colloidal Gold,Betaine,Butyl Methoxydibenzoylmethane,Sodium Hyaluronate,Polyester-7,Neopentyl Glycol Diheptanoate,Triolein,Oryza Sativa Bran Oil,3-O-Ethyl Ascorbic Acid,Coenochloris Signiensis Extract,Plukenetia Volubilis Seed Oil,Tocopherol,Oenothera Biennis Oil,Camellia Sinensis Leaf Extract,Propylene Glycol,Centella Asiatica Leaf Extract,Butylene Glycol,Allantoin,Maltodextrin,Lecithin,Calendula Officinalis Flower Extract,Rosa Canina Fruit Oil,Helianthus Annuus (Sunflower) Seed Oil,Glycine Soja (Soybean) Oil,Bixa Orellana Seed Oil,Acetyl Hexapeptide-8,Caprylyl Glycol,Glyceryl Behenate,Hydrogenated Palm Oil,Borago Officinalis Seed Oil,Squalane,Ceramide NP,Butyrospermum Parkii Butter,Behenyl Alcohol,Stearic Acid,Palmitic Acid,Silybum Marianum Seed Oil,Cetyl Alcohol,Myristyl Alcohol,Lauryl Alcohol,Tocopheryl Acetate,Cholesterol,Ornithine HCL,Carnosine,Glycine,Histidine,Lysine,Calcium Gluconate,Magnesium Gluconate,Cupric Chloride,Manganese Chloride,Disodium Phosphate,Phenoxyethanol,Ethylhexylglycerin,Parfum",
Mizon,"regenerujący krem do twarzy, 45 ml",,69.99,69.99,/mizon-regenerujacy-krem-do-twarzy-45-ml-000000000000424346.html,"155,53 zł
/100ml",Regenerujące,"Water,Butylene Glycol,Cyclopentasiloxane,Glycerin,Bis-PEG-18 Methyl Ether Dimethyl Silane,Snail Secretion Filtrate (8,000 ppm),Cyclohexasiloxane,Hydroxyacetophenone,Glycosyl Trehalose,Phenoxyethanol,Carbomer,Triethanolamine,Hydroxyethylcellulose,Polysorbate 20,Hydrogenated Starch Hydrolysate,Dimethicone Vinyl/Dimethicone Crosspolymer,Dimethicone,Niacinamide,Ethylhexylglycerin,Adenosine,Leontopodium Alpinum Callus Culture Extract,Allantoin,Panthenol,Disodium EDTA,1,2-Hexanediol,Helianthus Annuus (Sunflower) Seed Oil,Olea Europaea (Olive) Fruit Oil,Camellia Sinensis Leaf Extract,Betula Alba Juice,Sodium Polyacrylate,Sodium Hyaluronate,BHT,Nelumbo Nucifera Root Extract,Melaleuca Alternifolia (Tea Tree) Leaf Extract,Centella Asiatica Extract,Caffeine,Helichrysum Italicum Extract,Copper Tripeptide-1,Acetyl Hexapeptide-8,Palmitoyl Pentapeptide-4,Palmitoyl Tripeptide-1,Palmitoyl Tetrapeptide-7,Tripeptide-1,Tripeptide-2,Tripeptide-3,Acetyl Octapeptide-3",
Hongik Skin Prestige Syn-Ake,"krem do twarzy z ekstraktem z jadu węża, 80 g",,105.99,105.99,/hongik-skin-prestige-krem-do-twarzy-z-ekstraktem-z-jadu-weza-80-g-51792495.html,"1,32 zł
/1g",Odżywcze,"Aqua, Glycerin, Methylpropanediol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Dimethicone, Cetyl Ethylhexanoate, PEG-100 Stearate, Beeswax, Neopentyl Glycol Dicaprylate/Dicaprate, Glyceryl Stearate, Sorbitan Sesquioleate, Polysorbate 80, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Polyglyceryl-3 Methylglucose Distearate, Olea Europaea (Olive) Fruit Oil, 1,2-Hexanediol, Lycium Chinense Fruit Extract, Schisandra Chinensis Fruit Extract, Punica Granatum Fruit Extract, Momordica Charantia Fruit Extract, Ziziphus Jujuba Fruit Extract, Crataegus Oxyacantha Fruit Extract, Cornus Officinalis Fruit Extract, Phenoxyethanol, Triethanolamine, Carbomer, Adenosine, Disodium EDTA, Parfum.",
